epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,11.4876,1.0523,1.08218,1.16969,0.77023,0.76587,0.8515,0.57925,1.35719,1.61112,1.34682,0.000415975,0.000415975,0.000415975
19,12.0218,0.957,1.02417,1.1125,0.88647,0.65526,0.84914,0.54713,1.36823,1.50003,1.4033,0.00043451,0.00043451,0.00043451
20,12.5551,0.93835,0.98404,1.10639,0.74257,0.76094,0.80574,0.50372,1.34371,1.45848,1.4171,0.00045248,0.00045248,0.00045248
21,13.1016,0.97312,0.9876,1.12042,0.76767,0.77006,0.81562,0.55087,1.29151,1.45045,1.38333,0.000469884,0.000469884,0.000469884
22,13.6685,0.96822,0.92955,1.11626,0.88647,0.72211,0.83561,0.56112,1.21595,1.44244,1.23718,0.000486722,0.000486722,0.000486722
23,14.2151,0.91442,0.85797,1.09491,0.9192,0.71328,0.86544,0.59678,1.19369,1.39011,1.23771,0.000502994,0.000502994,0.000502994
24,14.7665,0.96489,0.86457,1.13809,0.9171,0.6981,0.88738,0.5774,1.29899,1.47507,1.31518,0.0005187,0.0005187,0.0005187
25,15.2993,0.87149,0.87558,1.13945,0.87336,0.67426,0.88952,0.56822,1.3429,1.64587,1.32974,0.00053384,0.00053384,0.00053384
26,15.8436,0.96469,0.84778,1.1317,0.84945,0.697,0.88575,0.57055,1.31993,1.55326,1.29253,0.000548414,0.000548414,0.000548414
27,16.3924,0.85539,0.84703,1.09651,0.87107,0.69196,0.88725,0.59951,1.24598,1.53663,1.23321,0.000562423,0.000562423,0.000562423
28,16.9537,0.91386,0.84185,1.09113,0.87107,0.69196,0.88725,0.59951,1.24598,1.53663,1.23321,0.000575866,0.000575866,0.000575866
29,17.5241,0.88275,0.87194,1.12327,0.86364,0.71763,0.91281,0.60195,1.26014,1.50646,1.27551,0.000588742,0.000588742,0.000588742
30,18.0889,0.83661,0.79486,1.0499,0.89202,0.76537,0.92889,0.61819,1.31502,1.3567,1.30525,0.000601053,0.000601053,0.000601053
31,18.6415,0.87178,0.79115,1.07322,0.89202,0.76537,0.92889,0.61819,1.31502,1.3567,1.30525,0.000612798,0.000612798,0.000612798
32,19.2023,0.8331,0.77258,1.06705,0.82756,0.79998,0.92503,0.61382,1.29796,1.3532,1.29398,0.000623977,0.000623977,0.000623977
33,19.7696,0.84081,0.74964,1.04357,0.80551,0.86905,0.92893,0.63342,1.28773,1.27788,1.32017,0.00063459,0.00063459,0.00063459
34,20.3337,0.79282,0.71326,1.01787,0.80551,0.86905,0.92893,0.63342,1.28773,1.27788,1.32017,0.000644638,0.000644638,0.000644638
35,20.904,0.86939,0.73234,1.05313,0.68003,0.86905,0.90649,0.61359,1.32296,1.32887,1.35525,0.000654119,0.000654119,0.000654119
36,21.5263,0.87487,0.74067,1.06436,0.71073,0.82143,0.90562,0.56684,1.43089,1.371,1.45128,0.000663035,0.000663035,0.000663035
37,22.097,0.84333,0.71179,1.01789,0.71073,0.82143,0.90562,0.56684,1.43089,1.371,1.45128,0.000671384,0.000671384,0.000671384
38,22.6566,0.83617,0.72075,1.05768,0.76828,0.87162,0.90952,0.59222,1.49385,1.40328,1.55936,0.000679168,0.000679168,0.000679168
39,23.2762,0.84174,0.74233,1.03385,0.79412,0.92559,0.92205,0.58955,1.50823,1.38434,1.58183,0.000686386,0.000686386,0.000686386
40,23.8307,0.86453,0.71743,1.04376,0.79412,0.92559,0.92205,0.58955,1.50823,1.38434,1.58183,0.000693038,0.000693038,0.000693038
41,24.4944,0.82124,0.69505,1.0132,0.79475,0.84972,0.9216,0.58825,1.53629,1.34355,1.65037,0.000699124,0.000699124,0.000699124
42,25.0952,0.88969,0.76341,1.07742,0.82098,0.74334,0.90022,0.57379,1.54927,1.28953,1.63519,0.000704644,0.000704644,0.000704644
43,25.7026,0.80003,0.68874,1.02772,0.82098,0.74334,0.90022,0.57379,1.54927,1.28953,1.63519,0.000709599,0.000709599,0.000709599
44,26.3767,0.83343,0.67753,1.04643,0.81028,0.81156,0.89141,0.58424,1.49046,1.23428,1.56625,0.000713987,0.000713987,0.000713987
45,27.0741,0.87001,0.72995,1.05393,0.81028,0.81156,0.89141,0.58424,1.49046,1.23428,1.56625,0.00071781,0.00071781,0.00071781
46,27.7792,0.80596,0.68322,0.98538,0.90225,0.79778,0.90241,0.60553,1.39186,1.11758,1.49983,0.000721066,0.000721066,0.000721066
47,28.4578,0.82871,0.72528,1.05711,0.90225,0.79778,0.90241,0.60553,1.39186,1.11758,1.49983,0.000723757,0.000723757,0.000723757
48,29.1825,0.78234,0.72771,1.0522,0.91965,0.86248,0.92315,0.61553,1.31814,1.07131,1.36955,0.000725882,0.000725882,0.000725882
49,29.9181,0.83343,0.67552,1.02311,0.91965,0.86248,0.92315,0.61553,1.31814,1.07131,1.36955,0.000727441,0.000727441,0.000727441
50,30.6255,0.81848,0.71012,1.04763,0.92026,0.8612,0.94583,0.59177,1.29325,1.04831,1.34622,0.000728434,0.000728434,0.000728434
51,31.3054,0.77394,0.67979,1.00294,0.92026,0.8612,0.94583,0.59177,1.29325,1.04831,1.34622,0.000721645,0.000721645,0.000721645
52,32.0111,0.81945,0.6979,1.04022,0.94017,0.89192,0.97556,0.60527,1.2764,0.99432,1.36647,0.000707498,0.000707498,0.000707498
53,32.6895,0.81003,0.67238,1.03624,0.94017,0.89192,0.97556,0.60527,1.2764,0.99432,1.36647,0.000693351,0.000693351,0.000693351
54,33.4011,0.80305,0.68899,1.03847,0.95904,0.87651,0.97833,0.6327,1.22374,0.92246,1.33978,0.000679204,0.000679204,0.000679204
55,34.1074,0.7442,0.64317,1.00799,0.95904,0.87651,0.97833,0.6327,1.22374,0.92246,1.33978,0.000665057,0.000665057,0.000665057
56,34.8272,0.71534,0.67666,0.96465,0.94999,0.983,0.995,0.64784,1.21696,0.84072,1.40221,0.000650909,0.000650909,0.000650909
57,35.5545,0.78068,0.62984,0.99232,0.94999,0.983,0.995,0.64784,1.21696,0.84072,1.40221,0.000636762,0.000636762,0.000636762
58,36.2812,0.80148,0.61512,0.99049,0.96168,0.89458,0.97833,0.61391,1.26315,0.84227,1.44185,0.000622615,0.000622615,0.000622615
59,36.9765,0.80758,0.64807,1.05693,0.96168,0.89458,0.97833,0.61391,1.26315,0.84227,1.44185,0.000608468,0.000608468,0.000608468
60,37.7011,0.77722,0.68506,1.02923,0.97376,0.97225,0.995,0.57441,1.27245,0.82084,1.4284,0.000594321,0.000594321,0.000594321
61,38.3916,0.76783,0.65771,1.02797,0.97376,0.97225,0.995,0.57441,1.27245,0.82084,1.4284,0.000580174,0.000580174,0.000580174
62,39.1116,0.72694,0.63267,1.01573,0.97554,0.97034,0.995,0.59544,1.23908,0.77963,1.3839,0.000566027,0.000566027,0.000566027
63,39.8352,0.74203,0.60891,0.96867,0.97554,0.97034,0.995,0.59544,1.23908,0.77963,1.3839,0.00055188,0.00055188,0.00055188
64,40.5636,0.79873,0.62834,0.9963,0.97968,0.95719,0.995,0.61751,1.21359,0.79482,1.39439,0.000537733,0.000537733,0.000537733
65,41.283,0.69448,0.60133,0.9638,0.97968,0.95719,0.995,0.61751,1.21359,0.79482,1.39439,0.000523586,0.000523586,0.000523586
66,42.0003,0.71835,0.626,0.97847,0.97331,0.95346,0.995,0.61941,1.23282,0.77785,1.43851,0.000509438,0.000509438,0.000509438
67,42.7121,0.68129,0.62406,0.96353,0.97331,0.95346,0.995,0.61941,1.23282,0.77785,1.43851,0.000495291,0.000495291,0.000495291
68,43.4366,0.71076,0.59934,0.98735,0.97566,0.95811,0.995,0.645,1.22895,0.74825,1.43156,0.000481144,0.000481144,0.000481144
69,44.1607,0.70538,0.60604,0.99431,0.97566,0.95811,0.995,0.645,1.22895,0.74825,1.43156,0.000466997,0.000466997,0.000466997
70,44.8868,0.68898,0.6033,0.98519,0.96506,0.97688,0.995,0.66801,1.19767,0.73718,1.36267,0.00045285,0.00045285,0.00045285
71,45.625,0.7269,0.64058,1.00489,0.96506,0.97688,0.995,0.66801,1.19767,0.73718,1.36267,0.000438703,0.000438703,0.000438703
72,46.4077,0.65328,0.61261,0.95597,0.95562,0.98351,0.995,0.64549,1.16088,0.73266,1.30057,0.000424556,0.000424556,0.000424556
73,47.117,0.72575,0.60988,0.9941,0.95562,0.98351,0.995,0.64549,1.16088,0.73266,1.30057,0.000410409,0.000410409,0.000410409
74,47.9809,0.73015,0.59762,0.96952,0.96267,0.98039,0.995,0.66135,1.15515,0.70433,1.31206,0.000396262,0.000396262,0.000396262
75,48.9131,0.68237,0.60882,0.99836,0.96267,0.98039,0.995,0.66135,1.15515,0.70433,1.31206,0.000382115,0.000382115,0.000382115
76,50.1162,0.60977,0.56791,0.95208,0.97743,0.97179,0.995,0.65222,1.13359,0.70886,1.35246,0.000367967,0.000367967,0.000367967
77,51.3065,0.64306,0.56829,0.94,0.97743,0.97179,0.995,0.65222,1.13359,0.70886,1.35246,0.00035382,0.00035382,0.00035382
78,52.261,0.65182,0.6008,0.97781,0.98469,0.96333,0.995,0.65597,1.14587,0.72859,1.39127,0.000339673,0.000339673,0.000339673
79,53.6803,0.69063,0.57835,0.95239,0.98469,0.96333,0.995,0.65597,1.14587,0.72859,1.39127,0.000325526,0.000325526,0.000325526
80,55.1153,0.69958,0.62155,1.00234,0.98883,0.96043,0.995,0.65408,1.16415,0.74264,1.39229,0.000311379,0.000311379,0.000311379
81,56.5528,0.70025,0.58725,0.98387,0.98883,0.96043,0.995,0.65408,1.16415,0.74264,1.39229,0.000297232,0.000297232,0.000297232
82,57.9962,0.66509,0.55747,0.95711,0.99066,0.95889,0.995,0.65283,1.17056,0.74665,1.37036,0.000283085,0.000283085,0.000283085
83,59.4275,0.67082,0.60277,0.97234,0.99066,0.95889,0.995,0.65283,1.17056,0.74665,1.37036,0.000268938,0.000268938,0.000268938
84,60.8752,0.65265,0.54828,0.94917,0.99078,0.95885,0.995,0.65986,1.18332,0.74659,1.33719,0.000254791,0.000254791,0.000254791
85,62.3107,0.63428,0.58553,0.95261,0.99078,0.95885,0.995,0.65986,1.18332,0.74659,1.33719,0.000240644,0.000240644,0.000240644
86,63.7754,0.65222,0.55379,0.941,0.99151,0.95734,0.995,0.65629,1.18773,0.728,1.31995,0.000226497,0.000226497,0.000226497
87,65.2259,0.63551,0.56606,0.9377,0.99151,0.95734,0.995,0.65629,1.18773,0.728,1.31995,0.000212349,0.000212349,0.000212349
88,66.7507,0.66018,0.56029,0.95598,0.99324,0.95523,0.995,0.66702,1.19958,0.69282,1.33376,0.000198202,0.000198202,0.000198202
89,68.2351,0.63713,0.55312,0.95839,0.99324,0.95523,0.995,0.66702,1.19958,0.69282,1.33376,0.000184055,0.000184055,0.000184055
90,69.742,0.65014,0.58528,0.98204,0.99061,0.95528,0.995,0.67366,1.17996,0.68436,1.32927,0.000169908,0.000169908,0.000169908
91,72.044,0.57011,0.54097,0.93934,0.99061,0.95528,0.995,0.67366,1.17996,0.68436,1.32927,0.000155761,0.000155761,0.000155761
92,73.6222,0.58623,0.58565,0.95018,0.98921,0.95543,0.995,0.68494,1.1495,0.68769,1.31826,0.000141614,0.000141614,0.000141614
93,75.1374,0.55723,0.55564,0.93311,0.98921,0.95543,0.995,0.68494,1.1495,0.68769,1.31826,0.000127467,0.000127467,0.000127467
94,76.6536,0.55042,0.54767,0.90363,0.98877,0.95558,0.995,0.68255,1.1162,0.69071,1.3121,0.00011332,0.00011332,0.00011332
95,78.1228,0.49993,0.49823,0.87294,0.98877,0.95558,0.995,0.68255,1.1162,0.69071,1.3121,9.91726e-05,9.91726e-05,9.91726e-05
96,79.6233,0.54195,0.53789,0.91887,0.98927,0.95561,0.995,0.6784,1.0955,0.69104,1.31211,8.50255e-05,8.50255e-05,8.50255e-05
97,81.0881,0.54154,0.54715,0.95452,0.98927,0.95561,0.995,0.6784,1.0955,0.69104,1.31211,7.08784e-05,7.08784e-05,7.08784e-05
98,82.5875,0.54624,0.51979,0.92706,0.98938,0.95549,0.995,0.68897,1.08456,0.68892,1.30698,5.67313e-05,5.67313e-05,5.67313e-05
99,84.0634,0.46724,0.50015,0.85468,0.98938,0.95549,0.995,0.68897,1.08456,0.68892,1.30698,4.25842e-05,4.25842e-05,4.25842e-05
100,85.5644,0.50744,0.51766,0.90295,0.98928,0.95524,0.995,0.68898,1.08059,0.69023,1.30424,2.84371e-05,2.84371e-05,2.84371e-05
