epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,47.7085,0.95394,1.00587,1.11692,0.88719,0.66502,0.82071,0.53663,1.39115,1.64326,1.35547,0.00048162,0.00048162,0.00048162
20,50.157,0.94658,0.96417,1.10385,0.84456,0.69838,0.83943,0.54604,1.37604,1.54496,1.36812,0.000504895,0.000504895,0.000504895
21,52.6162,0.97197,0.96085,1.11375,0.86009,0.79996,0.86226,0.56988,1.32882,1.47362,1.31842,0.000527887,0.000527887,0.000527887
22,55.0619,0.94574,0.91753,1.10661,0.83852,0.81985,0.88688,0.59152,1.30864,1.35726,1.28823,0.000550596,0.000550596,0.000550596
23,57.5393,0.88734,0.86131,1.08863,0.8085,0.81178,0.8874,0.58301,1.37262,1.51046,1.36255,0.000573022,0.000573022,0.000573022
24,60.0152,0.93063,0.85214,1.11325,0.78038,0.78675,0.89109,0.53204,1.41285,1.95305,1.46136,0.000595165,0.000595165,0.000595165
25,62.5302,0.89652,0.91643,1.1459,0.78231,0.78816,0.88641,0.54233,1.39652,1.9376,1.45745,0.000617025,0.000617025,0.000617025
26,64.997,0.99483,0.86719,1.1376,0.89223,0.76063,0.91239,0.59052,1.22663,1.63811,1.299,0.000638602,0.000638602,0.000638602
27,67.4632,0.90395,0.83369,1.11493,0.88792,0.7798,0.91183,0.62238,1.13776,1.43188,1.22958,0.000659896,0.000659896,0.000659896
28,69.9041,0.93843,0.85625,1.1013,0.88792,0.7798,0.91183,0.62238,1.13776,1.43188,1.22958,0.000680908,0.000680908,0.000680908
29,72.3549,0.89874,0.88471,1.1284,0.90113,0.65394,0.87765,0.57894,1.13764,1.39381,1.23193,0.000701636,0.000701636,0.000701636
30,74.849,0.83342,0.82639,1.05419,0.88744,0.74279,0.92544,0.57595,1.23821,1.37767,1.34485,0.000722082,0.000722082,0.000722082
31,77.2929,0.88221,0.81636,1.07818,0.88744,0.74279,0.92544,0.57595,1.23821,1.37767,1.34485,0.000742244,0.000742244,0.000742244
32,79.7609,0.83932,0.78503,1.07384,0.87,0.90672,0.94689,0.59894,1.25062,1.34172,1.39856,0.000762124,0.000762124,0.000762124
33,82.2835,0.85861,0.75138,1.05143,0.89488,0.93752,0.95032,0.60628,1.25129,1.25522,1.38821,0.00078172,0.00078172,0.00078172
34,84.7317,0.79777,0.7512,1.01973,0.89488,0.93752,0.95032,0.60628,1.25129,1.25522,1.38821,0.000801034,0.000801034,0.000801034
35,87.2003,0.85418,0.74231,1.05192,0.92427,0.93816,0.95061,0.5908,1.28575,1.2289,1.3834,0.000820065,0.000820065,0.000820065
36,89.6819,0.87909,0.76168,1.06925,0.90443,0.81097,0.9329,0.59016,1.26101,1.22907,1.35642,0.000838812,0.000838812,0.000838812
37,92.1409,0.8436,0.71825,1.0241,0.90443,0.81097,0.9329,0.59016,1.26101,1.22907,1.35642,0.000857277,0.000857277,0.000857277
38,94.6144,0.83357,0.73986,1.0491,0.92296,0.74884,0.92029,0.57785,1.32175,1.24111,1.41787,0.000875459,0.000875459,0.000875459
39,97.1055,0.847,0.72755,1.02825,0.94667,0.76406,0.92696,0.61123,1.29171,1.19548,1.49243,0.000893358,0.000893358,0.000893358
40,99.5391,0.84277,0.72504,1.04022,0.94667,0.76406,0.92696,0.61123,1.29171,1.19548,1.49243,0.000910974,0.000910974,0.000910974
41,102.015,0.78253,0.70631,1.00488,0.99137,0.84979,0.95679,0.59344,1.3444,1.08649,1.59015,0.000928307,0.000928307,0.000928307
42,104.49,0.90013,0.75651,1.09894,0.97194,0.83128,0.94892,0.59886,1.38004,1.04044,1.6146,0.000945357,0.000945357,0.000945357
43,106.945,0.81411,0.71724,1.03794,0.97194,0.83128,0.94892,0.59886,1.38004,1.04044,1.6146,0.000962124,0.000962124,0.000962124
44,109.44,0.82575,0.68549,1.04358,0.95665,0.86476,0.9725,0.63153,1.38611,0.90676,1.60282,0.000978608,0.000978608,0.000978608
45,112.043,0.92579,0.74777,1.06967,0.95665,0.86476,0.9725,0.63153,1.38611,0.90676,1.60282,0.00099481,0.00099481,0.00099481
46,114.594,0.89674,0.69869,1.00691,0.95669,0.95238,0.98917,0.59259,1.4166,0.90351,1.58527,0.00101073,0.00101073,0.00101073
47,117.059,0.89384,0.74507,1.08278,0.95669,0.95238,0.98917,0.59259,1.4166,0.90351,1.58527,0.00102636,0.00102636,0.00102636
48,119.566,0.85628,0.7623,1.08541,0.95498,0.9485,0.96875,0.58999,1.3443,0.91995,1.5109,0.00104172,0.00104172,0.00104172
49,122.076,0.81406,0.70181,1.01222,0.95498,0.9485,0.96875,0.58999,1.3443,0.91995,1.5109,0.00105679,0.00105679,0.00105679
50,124.563,0.84732,0.74979,1.07276,0.93545,0.94221,0.96254,0.58418,1.35083,0.88864,1.46695,0.00107157,0.00107157,0.00107157
51,127.036,0.84192,0.72336,1.02813,0.93545,0.94221,0.96254,0.58418,1.35083,0.88864,1.46695,0.00107532,0.00107532,0.00107532
52,129.53,0.90087,0.74225,1.07279,0.94723,0.95238,0.97346,0.61796,1.25126,0.91644,1.42358,0.00106825,0.00106825,0.00106825
53,131.989,0.8116,0.70459,1.0342,0.94723,0.95238,0.97346,0.61796,1.25126,0.91644,1.42358,0.00106118,0.00106118,0.00106118
54,134.53,0.81376,0.69968,1.04128,0.9184,0.95238,0.98463,0.61841,1.28603,1.00333,1.49909,0.0010541,0.0010541,0.0010541
55,137.026,0.79935,0.66983,1.04336,0.9184,0.95238,0.98463,0.61841,1.28603,1.00333,1.49909,0.00104703,0.00104703,0.00104703
56,139.561,0.73944,0.69978,0.97757,0.90771,0.94097,0.98463,0.61264,1.31987,1.02031,1.48874,0.00103995,0.00103995,0.00103995
57,142.054,0.81369,0.65799,1.00788,0.90771,0.94097,0.98463,0.61264,1.31987,1.02031,1.48874,0.00103288,0.00103288,0.00103288
58,144.582,0.82862,0.66006,1.00695,0.91714,0.8506,0.96136,0.56962,1.29794,1.09252,1.44939,0.00102581,0.00102581,0.00102581
59,147.071,0.83627,0.69941,1.06191,0.91714,0.8506,0.96136,0.56962,1.29794,1.09252,1.44939,0.00101873,0.00101873,0.00101873
60,149.575,0.81593,0.73293,1.04538,0.9498,0.86588,0.95344,0.56944,1.31321,1.06226,1.39139,0.00101166,0.00101166,0.00101166
61,152.045,0.78776,0.70169,1.01619,0.9498,0.86588,0.95344,0.56944,1.31321,1.06226,1.39139,0.00100459,0.00100459,0.00100459
62,154.57,0.75531,0.67135,1.00542,0.96302,0.86249,0.93417,0.55005,1.27886,1.02727,1.37397,0.000997513,0.000997513,0.000997513
63,157.07,0.74449,0.61704,0.96978,0.96302,0.86249,0.93417,0.55005,1.27886,1.02727,1.37397,0.00099044,0.00099044,0.00099044
64,159.702,0.83823,0.6635,1.0082,0.94745,0.86905,0.93761,0.55196,1.28896,1.01986,1.42731,0.000983366,0.000983366,0.000983366
65,162.2,0.71723,0.62515,0.97578,0.94745,0.86905,0.93761,0.55196,1.28896,1.01986,1.42731,0.000976293,0.000976293,0.000976293
66,164.707,0.72544,0.63519,0.98259,0.97463,0.93848,0.95854,0.59327,1.27103,0.97466,1.44535,0.000969219,0.000969219,0.000969219
67,167.239,0.71639,0.64866,0.97686,0.97463,0.93848,0.95854,0.59327,1.27103,0.97466,1.44535,0.000962146,0.000962146,0.000962146
68,169.793,0.71893,0.63177,0.99001,0.97239,0.94986,0.95593,0.63068,1.22771,0.94141,1.41616,0.000955072,0.000955072,0.000955072
69,172.348,0.70105,0.62742,0.98861,0.97239,0.94986,0.95593,0.63068,1.22771,0.94141,1.41616,0.000947999,0.000947999,0.000947999
70,174.919,0.68611,0.61177,0.98522,0.94509,0.95238,0.9609,0.6124,1.23437,0.93154,1.43582,0.000940925,0.000940925,0.000940925
71,177.459,0.76483,0.65111,1.02986,0.94509,0.95238,0.9609,0.6124,1.23437,0.93154,1.43582,0.000933851,0.000933851,0.000933851
72,180.044,0.68201,0.61731,0.95336,0.95086,0.95238,0.96,0.62664,1.1851,0.91353,1.39661,0.000926778,0.000926778,0.000926778
73,182.572,0.76948,0.63437,1.01572,0.95086,0.95238,0.96,0.62664,1.1851,0.91353,1.39661,0.000919704,0.000919704,0.000919704
74,185.173,0.71495,0.61801,0.96592,0.96842,0.95238,0.96318,0.60616,1.22279,0.90166,1.40469,0.000912631,0.000912631,0.000912631
75,187.711,0.69249,0.64818,1.01762,0.96842,0.95238,0.96318,0.60616,1.22279,0.90166,1.40469,0.000905557,0.000905557,0.000905557
76,190.279,0.64639,0.57441,0.97239,0.98103,0.95238,0.9614,0.61686,1.2256,0.87369,1.39144,0.000898484,0.000898484,0.000898484
77,192.817,0.7031,0.6007,0.95732,0.98103,0.95238,0.9614,0.61686,1.2256,0.87369,1.39144,0.00089141,0.00089141,0.00089141
78,195.43,0.70048,0.61203,0.99743,0.98892,0.94741,0.9609,0.59189,1.1879,0.88622,1.39987,0.000884337,0.000884337,0.000884337
79,197.993,0.70912,0.59113,0.95349,0.98892,0.94741,0.9609,0.59189,1.1879,0.88622,1.39987,0.000877263,0.000877263,0.000877263
80,200.55,0.70229,0.6192,1.00657,0.98346,0.95238,0.96389,0.62006,1.1996,0.88679,1.35206,0.00087019,0.00087019,0.00087019
81,203.122,0.73491,0.59097,0.9751,0.98346,0.95238,0.96389,0.62006,1.1996,0.88679,1.35206,0.000863116,0.000863116,0.000863116
82,205.685,0.65576,0.55781,0.94431,0.98139,0.94612,0.97346,0.61189,1.25691,0.88703,1.37801,0.000856042,0.000856042,0.000856042
83,208.31,0.66797,0.60036,0.96617,0.98139,0.94612,0.97346,0.61189,1.25691,0.88703,1.37801,0.000848969,0.000848969,0.000848969
84,210.908,0.69342,0.5658,0.95635,0.9749,0.95238,0.97556,0.61993,1.28057,0.83612,1.39865,0.000841895,0.000841895,0.000841895
85,213.465,0.6645,0.57794,0.96453,0.9749,0.95238,0.97556,0.61993,1.28057,0.83612,1.39865,0.000834822,0.000834822,0.000834822
86,216.068,0.66574,0.57047,0.95047,0.98189,0.95238,0.98463,0.6449,1.24826,0.78486,1.39574,0.000827748,0.000827748,0.000827748
87,218.655,0.66233,0.54903,0.94193,0.98189,0.95238,0.98463,0.6449,1.24826,0.78486,1.39574,0.000820675,0.000820675,0.000820675
88,221.279,0.68674,0.55463,0.96878,0.98639,0.95533,0.995,0.6446,1.22411,0.75297,1.42639,0.000813601,0.000813601,0.000813601
89,223.82,0.676,0.55538,0.98513,0.98639,0.95533,0.995,0.6446,1.22411,0.75297,1.42639,0.000806528,0.000806528,0.000806528
90,226.401,0.67309,0.59486,0.99605,0.98892,0.95527,0.995,0.62255,1.24331,0.7479,1.41633,0.000799454,0.000799454,0.000799454
91,228.997,0.67574,0.59525,0.9478,0.98892,0.95527,0.995,0.62255,1.24331,0.7479,1.41633,0.00079238,0.00079238,0.00079238
92,231.58,0.66056,0.53387,0.95558,0.99109,0.95526,0.995,0.63876,1.24491,0.74178,1.42722,0.000785307,0.000785307,0.000785307
93,234.133,0.65872,0.55557,0.96916,0.99109,0.95526,0.995,0.63876,1.24491,0.74178,1.42722,0.000778233,0.000778233,0.000778233
94,236.75,0.64962,0.59955,0.9478,0.97792,0.9627,0.995,0.61357,1.24565,0.75751,1.46305,0.00077116,0.00077116,0.00077116
95,239.278,0.66217,0.54616,0.97072,0.97792,0.9627,0.995,0.61357,1.24565,0.75751,1.46305,0.000764086,0.000764086,0.000764086
96,241.876,0.68113,0.58693,0.98805,0.95021,0.95238,0.981,0.61066,1.23369,0.79219,1.46682,0.000757013,0.000757013,0.000757013
97,244.456,0.6738,0.56396,0.98191,0.95021,0.95238,0.981,0.61066,1.23369,0.79219,1.46682,0.000749939,0.000749939,0.000749939
98,247.028,0.63676,0.53853,0.96271,0.94818,0.95238,0.96648,0.61276,1.21877,0.80623,1.4128,0.000742866,0.000742866,0.000742866
99,249.599,0.6203,0.52071,0.92939,0.94818,0.95238,0.96648,0.61276,1.21877,0.80623,1.4128,0.000735792,0.000735792,0.000735792
100,252.193,0.63647,0.54729,0.93096,0.95573,0.95238,0.96318,0.60782,1.21609,0.79829,1.38123,0.000728719,0.000728719,0.000728719
101,254.843,0.57366,0.50867,0.93713,0.95573,0.95238,0.96318,0.60782,1.21609,0.79829,1.38123,0.000721645,0.000721645,0.000721645
102,257.432,0.66692,0.59928,0.96116,0.97024,0.95238,0.96254,0.6031,1.18904,0.76367,1.39611,0.000714571,0.000714571,0.000714571
103,259.975,0.62295,0.53309,0.94293,0.97024,0.95238,0.96254,0.6031,1.18904,0.76367,1.39611,0.000707498,0.000707498,0.000707498
104,262.571,0.62456,0.51295,0.93998,0.97942,0.95238,0.97803,0.64477,1.18608,0.71823,1.40061,0.000700424,0.000700424,0.000700424
105,265.127,0.64714,0.52379,0.9565,0.97942,0.95238,0.97803,0.64477,1.18608,0.71823,1.40061,0.000693351,0.000693351,0.000693351
106,267.706,0.66969,0.5941,0.99536,0.98443,0.95238,0.98463,0.63057,1.22552,0.69115,1.40339,0.000686277,0.000686277,0.000686277
107,270.251,0.60206,0.52146,0.92391,0.98443,0.95238,0.98463,0.63057,1.22552,0.69115,1.40339,0.000679204,0.000679204,0.000679204
108,272.813,0.60355,0.52329,0.93496,0.98679,0.95238,0.98463,0.60786,1.26159,0.68218,1.40281,0.00067213,0.00067213,0.00067213
109,275.357,0.60401,0.50878,0.9462,0.98679,0.95238,0.98463,0.60786,1.26159,0.68218,1.40281,0.000665057,0.000665057,0.000665057
110,277.954,0.61657,0.53715,0.91967,0.9895,0.95515,0.995,0.63523,1.25384,0.66893,1.3883,0.000657983,0.000657983,0.000657983
111,280.507,0.57541,0.52761,0.92273,0.9895,0.95515,0.995,0.63523,1.25384,0.66893,1.3883,0.000650909,0.000650909,0.000650909
112,283.104,0.63252,0.51975,0.94042,0.99165,0.95533,0.995,0.64997,1.20058,0.66496,1.39144,0.000643836,0.000643836,0.000643836
113,285.673,0.53587,0.46764,0.90722,0.99165,0.95533,0.995,0.64997,1.20058,0.66496,1.39144,0.000636762,0.000636762,0.000636762
114,288.247,0.62264,0.52277,0.95559,0.99136,0.95797,0.995,0.64812,1.19452,0.65593,1.39641,0.000629689,0.000629689,0.000629689
115,290.783,0.58249,0.51039,0.94508,0.99136,0.95797,0.995,0.64812,1.19452,0.65593,1.39641,0.000622615,0.000622615,0.000622615
116,293.33,0.58981,0.54862,0.92975,0.99103,0.95854,0.995,0.65193,1.22024,0.63751,1.40064,0.000615542,0.000615542,0.000615542
117,295.939,0.55099,0.49039,0.92556,0.99103,0.95854,0.995,0.65193,1.22024,0.63751,1.40064,0.000608468,0.000608468,0.000608468
118,298.527,0.59617,0.55262,0.96524,0.99039,0.95609,0.995,0.65613,1.22925,0.63556,1.4046,0.000601395,0.000601395,0.000601395
119,301.1,0.53923,0.49103,0.93527,0.99039,0.95609,0.995,0.65613,1.22925,0.63556,1.4046,0.000594321,0.000594321,0.000594321
120,303.808,0.51933,0.47068,0.91067,0.98717,0.95918,0.995,0.61923,1.24183,0.64739,1.45825,0.000587248,0.000587248,0.000587248
121,306.352,0.55073,0.46761,0.91847,0.98717,0.95918,0.995,0.61923,1.24183,0.64739,1.45825,0.000580174,0.000580174,0.000580174
122,308.978,0.59302,0.51258,0.94359,0.9848,0.9602,0.995,0.62086,1.26331,0.6507,1.50137,0.0005731,0.0005731,0.0005731
123,311.538,0.55228,0.47174,0.92409,0.9848,0.9602,0.995,0.62086,1.26331,0.6507,1.50137,0.000566027,0.000566027,0.000566027
124,314.115,0.60515,0.50008,0.9339,0.98372,0.9628,0.995,0.61698,1.26855,0.62872,1.48033,0.000558953,0.000558953,0.000558953
125,316.717,0.5262,0.4642,0.90353,0.98372,0.9628,0.995,0.61698,1.26855,0.62872,1.48033,0.00055188,0.00055188,0.00055188
126,319.315,0.51376,0.45152,0.91398,0.98468,0.9656,0.995,0.5999,1.25518,0.61715,1.46393,0.000544806,0.000544806,0.000544806
127,321.902,0.54886,0.47971,0.89871,0.98468,0.9656,0.995,0.5999,1.25518,0.61715,1.46393,0.000537733,0.000537733,0.000537733
128,324.513,0.51963,0.47066,0.92218,0.98733,0.96297,0.995,0.60208,1.27391,0.64229,1.48304,0.000530659,0.000530659,0.000530659
129,327.104,0.53487,0.48043,0.90535,0.98733,0.96297,0.995,0.60208,1.27391,0.64229,1.48304,0.000523586,0.000523586,0.000523586
130,329.732,0.53895,0.46437,0.92074,0.98888,0.96154,0.995,0.58098,1.28811,0.64609,1.51564,0.000516512,0.000516512,0.000516512
131,332.331,0.55644,0.49152,0.90493,0.98888,0.96154,0.995,0.58098,1.28811,0.64609,1.51564,0.000509438,0.000509438,0.000509438
132,334.968,0.50547,0.44907,0.89152,0.9921,0.95771,0.995,0.57393,1.28761,0.64756,1.53036,0.000502365,0.000502365,0.000502365
133,337.571,0.57376,0.46791,0.94059,0.9921,0.95771,0.995,0.57393,1.28761,0.64756,1.53036,0.000495291,0.000495291,0.000495291
134,340.492,0.54825,0.50516,0.93901,0.98968,0.95676,0.995,0.58397,1.3127,0.64413,1.5398,0.000488218,0.000488218,0.000488218
135,343.434,0.51625,0.48679,0.90362,0.98968,0.95676,0.995,0.58397,1.3127,0.64413,1.5398,0.000481144,0.000481144,0.000481144
136,346.393,0.5028,0.44381,0.90524,0.98668,0.95747,0.995,0.58249,1.29322,0.64264,1.51191,0.000474071,0.000474071,0.000474071
137,349.231,0.56927,0.49846,0.95525,0.98668,0.95747,0.995,0.58249,1.29322,0.64264,1.51191,0.000466997,0.000466997,0.000466997
138,352.367,0.59088,0.4687,0.93816,0.98725,0.95681,0.995,0.60137,1.27748,0.64638,1.49357,0.000459924,0.000459924,0.000459924
139,355.267,0.53562,0.45736,0.90979,0.98725,0.95681,0.995,0.60137,1.27748,0.64638,1.49357,0.00045285,0.00045285,0.00045285
140,358.161,0.53012,0.47338,0.92731,0.98756,0.95667,0.995,0.60935,1.27282,0.6421,1.49836,0.000445777,0.000445777,0.000445777
141,361.029,0.53846,0.49989,0.93963,0.98756,0.95667,0.995,0.60935,1.27282,0.6421,1.49836,0.000438703,0.000438703,0.000438703
142,363.931,0.52921,0.46764,0.92404,0.98616,0.95682,0.995,0.6225,1.24627,0.64649,1.48072,0.000431629,0.000431629,0.000431629
143,366.826,0.50255,0.46536,0.88865,0.98616,0.95682,0.995,0.6225,1.24627,0.64649,1.48072,0.000424556,0.000424556,0.000424556
144,369.713,0.52627,0.46881,0.906,0.98474,0.95691,0.995,0.63614,1.22886,0.67,1.48345,0.000417482,0.000417482,0.000417482
145,372.566,0.5082,0.47577,0.91187,0.98474,0.95691,0.995,0.63614,1.22886,0.67,1.48345,0.000410409,0.000410409,0.000410409
146,375.123,0.47452,0.44918,0.90603,0.98366,0.95698,0.995,0.62478,1.19889,0.68137,1.47807,0.000403335,0.000403335,0.000403335
147,377.657,0.51546,0.51549,0.92431,0.98366,0.95698,0.995,0.62478,1.19889,0.68137,1.47807,0.000396262,0.000396262,0.000396262
148,380.193,0.51849,0.49587,0.93815,0.98,0.95238,0.98917,0.62647,1.18713,0.7068,1.45822,0.000389188,0.000389188,0.000389188
149,382.766,0.4945,0.44164,0.89762,0.98,0.95238,0.98917,0.62647,1.18713,0.7068,1.45822,0.000382115,0.000382115,0.000382115
150,385.346,0.47844,0.43949,0.87999,0.92357,0.95238,0.97041,0.6102,1.18716,0.72138,1.45667,0.000375041,0.000375041,0.000375041
151,387.894,0.50554,0.4701,0.90461,0.92357,0.95238,0.97041,0.6102,1.18716,0.72138,1.45667,0.000367967,0.000367967,0.000367967
152,390.45,0.50959,0.44844,0.91989,0.92633,0.95238,0.95595,0.60515,1.18938,0.73702,1.45828,0.000360894,0.000360894,0.000360894
153,392.991,0.53974,0.46542,0.9258,0.92633,0.95238,0.95595,0.60515,1.18938,0.73702,1.45828,0.00035382,0.00035382,0.00035382
154,395.584,0.48724,0.44235,0.89479,0.92637,0.95238,0.9544,0.61139,1.19167,0.73801,1.46117,0.000346747,0.000346747,0.000346747
155,398.139,0.47727,0.44977,0.88241,0.92637,0.95238,0.9544,0.61139,1.19167,0.73801,1.46117,0.000339673,0.000339673,0.000339673
156,400.725,0.45564,0.45051,0.89289,0.92832,0.95238,0.9544,0.61936,1.20812,0.73509,1.46766,0.0003326,0.0003326,0.0003326
157,403.373,0.47119,0.4232,0.89417,0.92832,0.95238,0.9544,0.61936,1.20812,0.73509,1.46766,0.000325526,0.000325526,0.000325526
158,405.961,0.47583,0.46238,0.92242,0.93049,0.95238,0.96249,0.62212,1.22482,0.71098,1.461,0.000318453,0.000318453,0.000318453
159,408.531,0.4751,0.427,0.89,0.93049,0.95238,0.96249,0.62212,1.22482,0.71098,1.461,0.000311379,0.000311379,0.000311379
160,411.111,0.47426,0.41846,0.90439,0.9335,0.95238,0.96584,0.62217,1.24226,0.69468,1.45117,0.000304306,0.000304306,0.000304306
161,413.648,0.48288,0.43242,0.89801,0.9335,0.95238,0.96584,0.62217,1.24226,0.69468,1.45117,0.000297232,0.000297232,0.000297232
162,416.262,0.52732,0.46457,0.91703,0.96337,0.95238,0.97346,0.62851,1.24568,0.69111,1.45047,0.000290158,0.000290158,0.000290158
163,418.852,0.47789,0.44343,0.89514,0.96337,0.95238,0.97346,0.62851,1.24568,0.69111,1.45047,0.000283085,0.000283085,0.000283085
164,421.461,0.48726,0.43878,0.90852,0.97479,0.95238,0.97556,0.62787,1.23855,0.67589,1.45503,0.000276011,0.000276011,0.000276011
165,424.025,0.4212,0.42572,0.87863,0.97479,0.95238,0.97556,0.62787,1.23855,0.67589,1.45503,0.000268938,0.000268938,0.000268938
166,426.593,0.49346,0.44368,0.9182,0.97499,0.95238,0.981,0.62492,1.24401,0.66641,1.47753,0.000261864,0.000261864,0.000261864
167,429.176,0.47065,0.45537,0.93147,0.97499,0.95238,0.981,0.62492,1.24401,0.66641,1.47753,0.000254791,0.000254791,0.000254791
168,431.765,0.43231,0.41471,0.89955,0.97367,0.95152,0.981,0.62106,1.23851,0.66931,1.50535,0.000247717,0.000247717,0.000247717
169,434.277,0.4262,0.41663,0.88244,0.97367,0.95152,0.981,0.62106,1.23851,0.66931,1.50535,0.000240644,0.000240644,0.000240644
170,436.838,0.46177,0.45909,0.89984,0.97429,0.95238,0.98917,0.64192,1.23315,0.66115,1.50996,0.00023357,0.00023357,0.00023357
171,439.398,0.47739,0.47016,0.91287,0.97429,0.95238,0.98917,0.64192,1.23315,0.66115,1.50996,0.000226497,0.000226497,0.000226497
172,442.004,0.47788,0.44281,0.89765,0.97258,0.95345,0.995,0.6554,1.22051,0.65515,1.48533,0.000219423,0.000219423,0.000219423
173,444.513,0.45501,0.46725,0.92493,0.97258,0.95345,0.995,0.6554,1.22051,0.65515,1.48533,0.000212349,0.000212349,0.000212349
174,447.089,0.51001,0.46812,0.91179,0.97266,0.95393,0.995,0.64665,1.20812,0.64035,1.47256,0.000205276,0.000205276,0.000205276
175,449.639,0.44066,0.42913,0.88921,0.97266,0.95393,0.995,0.64665,1.20812,0.64035,1.47256,0.000198202,0.000198202,0.000198202
176,452.353,0.46368,0.43794,0.88823,0.9728,0.95442,0.995,0.64689,1.20217,0.64598,1.46537,0.000191129,0.000191129,0.000191129
177,454.923,0.47546,0.44709,0.91517,0.9728,0.95442,0.995,0.64689,1.20217,0.64598,1.46537,0.000184055,0.000184055,0.000184055
178,457.583,0.44779,0.4065,0.89897,0.97545,0.95486,0.995,0.66135,1.2046,0.64811,1.46985,0.000176982,0.000176982,0.000176982
179,460.191,0.47955,0.44331,0.89261,0.97545,0.95486,0.995,0.66135,1.2046,0.64811,1.46985,0.000169908,0.000169908,0.000169908
180,462.853,0.43458,0.41018,0.88779,0.97784,0.95497,0.995,0.66537,1.20681,0.63678,1.47044,0.000162835,0.000162835,0.000162835
181,465.775,0.42052,0.39919,0.88623,0.97784,0.95497,0.995,0.66537,1.20681,0.63678,1.47044,0.000155761,0.000155761,0.000155761
182,468.713,0.45461,0.43328,0.92151,0.97798,0.95507,0.995,0.64932,1.20961,0.64319,1.46321,0.000148687,0.000148687,0.000148687
183,471.582,0.46459,0.45779,0.91613,0.97798,0.95507,0.995,0.64932,1.20961,0.64319,1.46321,0.000141614,0.000141614,0.000141614
184,474.464,0.41899,0.40587,0.8771,0.97481,0.95483,0.995,0.65086,1.20454,0.63898,1.44985,0.00013454,0.00013454,0.00013454
185,477.297,0.45102,0.43578,0.90925,0.97481,0.95483,0.995,0.65086,1.20454,0.63898,1.44985,0.000127467,0.000127467,0.000127467
186,480.209,0.45849,0.40678,0.88283,0.97304,0.95474,0.995,0.65564,1.18741,0.64764,1.44741,0.000120393,0.000120393,0.000120393
