epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,332.248,0.42381,0.41514,0.86281,0.97387,0.95456,0.995,0.65654,1.22683,0.60568,1.45651,0.00011332,0.00011332,0.00011332
188,333.965,0.39113,0.38392,0.87373,0.97281,0.95426,0.995,0.65888,1.22678,0.60832,1.46154,0.000106246,0.000106246,0.000106246
189,335.689,0.45516,0.41246,0.90837,0.97281,0.95426,0.995,0.65888,1.22678,0.60832,1.46154,9.91726e-05,9.91726e-05,9.91726e-05
190,337.472,0.41044,0.39999,0.87611,0.97247,0.95409,0.995,0.65233,1.22685,0.61186,1.46765,9.20991e-05,9.20991e-05,9.20991e-05
191,343.881,0.3993,0.42784,0.84477,0.97247,0.95409,0.995,0.65233,1.22685,0.61186,1.46765,8.50255e-05,8.50255e-05,8.50255e-05
192,346.679,0.35029,0.37127,0.83078,0.97558,0.95444,0.995,0.65247,1.22584,0.60293,1.47837,7.7952e-05,7.7952e-05,7.7952e-05
193,348.482,0.44453,0.43162,0.87703,0.97558,0.95444,0.995,0.65247,1.22584,0.60293,1.47837,7.08784e-05,7.08784e-05,7.08784e-05
194,351.034,0.36951,0.39793,0.84985,0.97989,0.95238,0.98917,0.63504,1.22636,0.59928,1.4865,6.38049e-05,6.38049e-05,6.38049e-05
195,352.672,0.35439,0.38682,0.84907,0.97989,0.95238,0.98917,0.63504,1.22636,0.59928,1.4865,5.67313e-05,5.67313e-05,5.67313e-05
196,354.471,0.37897,0.37834,0.87255,0.98129,0.95238,0.981,0.62969,1.22256,0.60771,1.4895,4.96578e-05,4.96578e-05,4.96578e-05
197,356.065,0.35509,0.37275,0.84511,0.98129,0.95238,0.981,0.62969,1.22256,0.60771,1.4895,4.25842e-05,4.25842e-05,4.25842e-05
198,357.857,0.32075,0.38175,0.81801,0.98223,0.95238,0.981,0.63519,1.21885,0.61066,1.48966,3.55107e-05,3.55107e-05,3.55107e-05
199,359.536,0.37591,0.3815,0.84338,0.98223,0.95238,0.981,0.63519,1.21885,0.61066,1.48966,2.84371e-05,2.84371e-05,2.84371e-05
200,361.344,0.35862,0.39076,0.85133,0.98299,0.95238,0.981,0.63314,1.21943,0.60647,1.4916,2.13636e-05,2.13636e-05,2.13636e-05
