epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,13.3164,0.99911,1.48486,1.15171,0.74247,0.36595,0.63405,0.44089,1.2461,2.44786,1.29363,0.000336029,0.000336029,0.000336029
14,15.0058,0.98781,1.34252,1.10988,0.72633,0.27778,0.65292,0.44676,1.28698,2.39291,1.33721,0.000361002,0.000361002,0.000361002
15,16.849,0.95983,1.22204,1.10869,0.70372,0.33333,0.71519,0.49047,1.31657,2.27873,1.35342,0.000385691,0.000385691,0.000385691
16,18.6236,1.00587,1.17229,1.15952,0.69358,0.48591,0.76145,0.53771,1.21029,2.17399,1.28065,0.000410098,0.000410098,0.000410098
17,20.3451,1.04649,1.12045,1.13799,0.73695,0.47815,0.79913,0.5589,1.28192,2.11916,1.30554,0.000434222,0.000434222,0.000434222
18,22.1639,1.07986,1.07661,1.18134,0.72173,0.56861,0.77184,0.52148,1.29231,2.02174,1.30782,0.000458062,0.000458062,0.000458062
19,23.9502,0.95931,1.0033,1.1171,0.83695,0.58813,0.76622,0.51247,1.3042,1.86265,1.32043,0.00048162,0.00048162,0.00048162
20,25.8668,0.93489,0.97164,1.09926,0.82853,0.70402,0.81458,0.5258,1.31822,1.72607,1.35907,0.000504895,0.000504895,0.000504895
21,27.6961,0.95948,0.96387,1.10639,0.80168,0.76438,0.8326,0.53814,1.31278,1.54948,1.3181,0.000527887,0.000527887,0.000527887
22,29.5614,0.95093,0.91909,1.10381,0.78725,0.76587,0.87649,0.565,1.28053,1.44736,1.29322,0.000550596,0.000550596,0.000550596
23,31.3259,0.88888,0.86625,1.08178,0.79064,0.77748,0.87559,0.5841,1.31332,1.51392,1.3458,0.000573022,0.000573022,0.000573022
24,33.2318,0.93836,0.85803,1.1222,0.75912,0.7482,0.86744,0.54417,1.37793,1.63693,1.43802,0.000595165,0.000595165,0.000595165
25,35.3201,0.90085,0.92634,1.14095,0.85208,0.70225,0.89856,0.60278,1.2752,1.6643,1.37924,0.000617025,0.000617025,0.000617025
26,37.2125,0.97922,0.84981,1.12838,0.8564,0.76394,0.89575,0.61713,1.14592,1.54731,1.25725,0.000638602,0.000638602,0.000638602
27,39.0678,0.89658,0.83808,1.10385,0.85799,0.8177,0.89237,0.61732,1.11353,1.50134,1.20088,0.000659896,0.000659896,0.000659896
28,40.7997,0.95747,0.85215,1.10875,0.85799,0.8177,0.89237,0.61732,1.11353,1.50134,1.20088,0.000680908,0.000680908,0.000680908
29,42.8488,0.90325,0.86426,1.13018,0.85234,0.76068,0.90149,0.61745,1.11318,1.49088,1.21022,0.000701636,0.000701636,0.000701636
30,44.6591,0.8575,0.81807,1.05997,0.84414,0.85209,0.91869,0.59104,1.25591,1.27548,1.3233,0.000722082,0.000722082,0.000722082
31,45.9575,0.88207,0.8119,1.08042,0.84414,0.85209,0.91869,0.59104,1.25591,1.27548,1.3233,0.000742244,0.000742244,0.000742244
32,48.0127,0.82569,0.78552,1.07052,0.84642,0.90371,0.93751,0.5958,1.25275,1.19554,1.33428,0.000762124,0.000762124,0.000762124
33,49.7228,0.86795,0.77407,1.05635,0.88738,0.8528,0.94076,0.59566,1.19774,1.22672,1.33935,0.00078172,0.00078172,0.00078172
34,51.3235,0.79056,0.73252,1.01766,0.88738,0.8528,0.94076,0.59566,1.19774,1.22672,1.33935,0.000801034,0.000801034,0.000801034
35,53.5069,0.85673,0.73566,1.05264,0.8967,0.89418,0.93781,0.59631,1.26028,1.18236,1.37602,0.000820065,0.000820065,0.000820065
36,55.2598,0.8833,0.74504,1.07269,0.87663,0.93991,0.94521,0.58962,1.31856,1.15204,1.44371,0.000838812,0.000838812,0.000838812
37,57.2888,0.85447,0.73319,1.02672,0.87663,0.93991,0.94521,0.58962,1.31856,1.15204,1.44371,0.000857277,0.000857277,0.000857277
38,59.4608,0.82019,0.73552,1.04738,0.8898,0.8089,0.91315,0.59443,1.33146,1.1707,1.48036,0.000875459,0.000875459,0.000875459
39,61.2179,0.82321,0.73785,1.02051,0.75223,0.86905,0.8973,0.59062,1.36667,1.18527,1.56613,0.000893358,0.000893358,0.000893358
40,63.3348,0.82948,0.71694,1.02946,0.75223,0.86905,0.8973,0.59062,1.36667,1.18527,1.56613,0.000910974,0.000910974,0.000910974
41,65.7132,0.78649,0.69283,1.00819,0.92548,0.59366,0.84057,0.53757,1.44858,1.19335,1.67159,0.000928307,0.000928307,0.000928307
42,67.778,0.92325,0.78,1.12223,0.8319,0.65399,0.8242,0.52218,1.42071,1.21368,1.63269,0.000945357,0.000945357,0.000945357
43,69.655,0.83114,0.72475,1.04293,0.8319,0.65399,0.8242,0.52218,1.42071,1.21368,1.63269,0.000962124,0.000962124,0.000962124
44,72.1031,0.82825,0.69058,1.03734,0.81871,0.67303,0.79925,0.52912,1.32421,1.19115,1.50999,0.000978608,0.000978608,0.000978608
45,75.0975,0.9063,0.74694,1.06596,0.81871,0.67303,0.79925,0.52912,1.32421,1.19115,1.50999,0.00099481,0.00099481,0.00099481
46,76.9111,0.90019,0.69799,1.00885,0.83359,0.84624,0.91558,0.55439,1.37983,0.99352,1.54945,0.00101073,0.00101073,0.00101073
47,78.6927,0.86093,0.72894,1.06156,0.83359,0.84624,0.91558,0.55439,1.37983,0.99352,1.54945,0.00102636,0.00102636,0.00102636
48,80.4822,0.84836,0.74989,1.08822,0.98701,0.88312,0.96722,0.61954,1.34208,0.99632,1.52111,0.00104172,0.00104172,0.00104172
49,82.4664,0.8401,0.71105,1.02656,0.98701,0.88312,0.96722,0.61954,1.34208,0.99632,1.52111,0.00105679,0.00105679,0.00105679
50,84.2888,0.82378,0.74042,1.05439,0.99113,0.86794,0.95345,0.61533,1.31928,0.96741,1.44929,0.00107157,0.00107157,0.00107157
51,85.8844,0.78975,0.69316,1.00724,0.99113,0.86794,0.95345,0.61533,1.31928,0.96741,1.44929,0.00107532,0.00107532,0.00107532
52,87.6194,0.86209,0.72856,1.06671,0.9782,0.91004,0.98463,0.6084,1.35316,0.89588,1.44576,0.00106825,0.00106825,0.00106825
53,89.2675,0.79519,0.6812,1.02496,0.9782,0.91004,0.98463,0.6084,1.35316,0.89588,1.44576,0.00106118,0.00106118,0.00106118
54,91.0316,0.77691,0.68577,1.02861,0.94834,0.93917,0.98917,0.60627,1.35601,0.86791,1.48805,0.0010541,0.0010541,0.0010541
55,92.7996,0.77869,0.65018,1.02832,0.94834,0.93917,0.98917,0.60627,1.35601,0.86791,1.48805,0.00104703,0.00104703,0.00104703
56,94.7485,0.71783,0.67504,0.96614,0.93811,1,0.995,0.58849,1.35983,0.88775,1.51634,0.00103995,0.00103995,0.00103995
57,96.5278,0.78251,0.62316,0.99511,0.93811,1,0.995,0.58849,1.35983,0.88775,1.51634,0.00103288,0.00103288,0.00103288
58,98.4367,0.7751,0.63329,0.98833,0.95999,0.96135,0.995,0.60403,1.3576,0.94674,1.51187,0.00102581,0.00102581,0.00102581
59,100.466,0.8064,0.65366,1.04769,0.95999,0.96135,0.995,0.60403,1.3576,0.94674,1.51187,0.00101873,0.00101873,0.00101873
60,102.168,0.77649,0.69946,1.01727,0.93358,0.94595,0.97346,0.62925,1.27264,1.04074,1.46039,0.00101166,0.00101166,0.00101166
61,104.279,0.75969,0.65986,1.01139,0.93358,0.94595,0.97346,0.62925,1.27264,1.04074,1.46039,0.00100459,0.00100459,0.00100459
62,106.142,0.74625,0.65334,1.01112,0.96373,0.93963,0.97346,0.63043,1.28192,1.04647,1.47355,0.000997513,0.000997513,0.000997513
63,108.331,0.71477,0.60038,0.96781,0.96373,0.93963,0.97346,0.63043,1.28192,1.04647,1.47355,0.00099044,0.00099044,0.00099044
64,110.543,0.82411,0.65278,1.01162,0.87655,0.93232,0.96136,0.58754,1.32297,1.02522,1.52217,0.000983366,0.000983366,0.000983366
65,112.347,0.76129,0.62956,0.99527,0.87655,0.93232,0.96136,0.58754,1.32297,1.02522,1.52217,0.000976293,0.000976293,0.000976293
66,114.806,0.73331,0.64298,0.98874,0.83577,0.94576,0.94097,0.60413,1.29782,1.02585,1.50861,0.000969219,0.000969219,0.000969219
67,116.498,0.7109,0.64122,0.97229,0.83577,0.94576,0.94097,0.60413,1.29782,1.02585,1.50861,0.000962146,0.000962146,0.000962146
68,118.404,0.705,0.62326,0.98567,0.85114,0.95238,0.88219,0.56151,1.25327,1.02896,1.42591,0.000955072,0.000955072,0.000955072
69,120.045,0.74106,0.63504,1.00077,0.85114,0.95238,0.88219,0.56151,1.25327,1.02896,1.42591,0.000947999,0.000947999,0.000947999
70,122.051,0.70843,0.60835,0.98614,0.85867,0.95238,0.87861,0.5496,1.22281,1.03653,1.41346,0.000940925,0.000940925,0.000940925
71,123.633,0.74608,0.65214,1.02192,0.85867,0.95238,0.87861,0.5496,1.22281,1.03653,1.41346,0.000933851,0.000933851,0.000933851
72,125.49,0.71147,0.61429,0.96323,0.85923,0.89683,0.86827,0.54933,1.25029,1.02814,1.46518,0.000926778,0.000926778,0.000926778
73,127.331,0.72786,0.60939,1.00854,0.85923,0.89683,0.86827,0.54933,1.25029,1.02814,1.46518,0.000919704,0.000919704,0.000919704
74,129.014,0.68324,0.57879,0.95834,0.97145,0.85271,0.96875,0.62149,1.24194,1.00468,1.47504,0.000912631,0.000912631,0.000912631
75,130.67,0.69702,0.63519,1.00761,0.97145,0.85271,0.96875,0.62149,1.24194,1.00468,1.47504,0.000905557,0.000905557,0.000905557
76,132.413,0.65808,0.58453,0.97495,0.96649,0.86565,0.95679,0.60783,1.2564,0.9307,1.45396,0.000898484,0.000898484,0.000898484
77,134.133,0.73339,0.60108,0.95666,0.96649,0.86565,0.95679,0.60783,1.2564,0.9307,1.45396,0.00089141,0.00089141,0.00089141
78,135.9,0.73385,0.63223,1.0011,0.94337,0.94801,0.981,0.6404,1.21118,0.85933,1.38672,0.000884337,0.000884337,0.000884337
79,137.674,0.73383,0.60939,0.95928,0.94337,0.94801,0.981,0.6404,1.21118,0.85933,1.38672,0.000877263,0.000877263,0.000877263
80,139.452,0.65142,0.60821,0.97968,0.96646,0.95112,0.981,0.63831,1.23781,0.77436,1.37448,0.00087019,0.00087019,0.00087019
81,141.136,0.72941,0.59907,0.9831,0.96646,0.95112,0.981,0.63831,1.23781,0.77436,1.37448,0.000863116,0.000863116,0.000863116
82,142.869,0.69303,0.56919,0.96444,0.97183,0.95043,0.981,0.65857,1.21809,0.73894,1.36833,0.000856042,0.000856042,0.000856042
83,145.211,0.70744,0.61472,0.98448,0.97183,0.95043,0.981,0.65857,1.21809,0.73894,1.36833,0.000848969,0.000848969,0.000848969
84,147.622,0.68165,0.56005,0.96046,0.96733,0.95162,0.97803,0.65339,1.16204,0.73104,1.31099,0.000841895,0.000841895,0.000841895
85,149.347,0.67722,0.59421,0.97191,0.96733,0.95162,0.97803,0.65339,1.16204,0.73104,1.31099,0.000834822,0.000834822,0.000834822
86,151.036,0.6923,0.57927,0.95104,0.9735,0.95238,0.97346,0.65098,1.14453,0.71235,1.29006,0.000827748,0.000827748,0.000827748
87,152.848,0.69265,0.56904,0.95135,0.9735,0.95238,0.97346,0.65098,1.14453,0.71235,1.29006,0.000820675,0.000820675,0.000820675
88,154.707,0.67101,0.55201,0.95385,0.98721,0.95238,0.97556,0.64245,1.12732,0.68853,1.3325,0.000813601,0.000813601,0.000813601
89,156.449,0.67488,0.55193,0.97472,0.98721,0.95238,0.97556,0.64245,1.12732,0.68853,1.3325,0.000806528,0.000806528,0.000806528
90,158.277,0.64796,0.59045,0.97891,0.98605,0.95238,0.97803,0.63298,1.18277,0.71832,1.39964,0.000799454,0.000799454,0.000799454
91,160.049,0.65182,0.58696,0.93936,0.98605,0.95238,0.97803,0.63298,1.18277,0.71832,1.39964,0.00079238,0.00079238,0.00079238
92,161.823,0.64541,0.54467,0.94878,0.98275,0.95238,0.97556,0.59885,1.26526,0.7256,1.47321,0.000785307,0.000785307,0.000785307
93,163.67,0.63662,0.54788,0.96285,0.98275,0.95238,0.97556,0.59885,1.26526,0.7256,1.47321,0.000778233,0.000778233,0.000778233
94,165.448,0.6386,0.56843,0.94097,0.97328,0.94972,0.98463,0.59585,1.28904,0.74027,1.5076,0.00077116,0.00077116,0.00077116
95,167.159,0.60061,0.52878,0.9539,0.97328,0.94972,0.98463,0.59585,1.28904,0.74027,1.5076,0.000764086,0.000764086,0.000764086
96,168.964,0.66018,0.56768,0.98074,0.9629,0.94854,0.981,0.61758,1.28943,0.7465,1.50193,0.000757013,0.000757013,0.000757013
97,170.692,0.64925,0.56952,0.97571,0.9629,0.94854,0.981,0.61758,1.28943,0.7465,1.50193,0.000749939,0.000749939,0.000749939
98,172.525,0.60037,0.53919,0.95223,0.97061,0.95173,0.98917,0.63727,1.26731,0.73625,1.45262,0.000742866,0.000742866,0.000742866
99,174.178,0.59849,0.52169,0.92542,0.97061,0.95173,0.98917,0.63727,1.26731,0.73625,1.45262,0.000735792,0.000735792,0.000735792
100,176.081,0.61066,0.55409,0.92439,0.98452,0.95238,0.98917,0.61571,1.26748,0.7171,1.46054,0.000728719,0.000728719,0.000728719
101,177.908,0.56514,0.50281,0.94207,0.98452,0.95238,0.98917,0.61571,1.26748,0.7171,1.46054,0.000721645,0.000721645,0.000721645
102,179.937,0.63145,0.56569,0.95992,0.98688,0.95496,0.995,0.61556,1.27728,0.6784,1.47384,0.000714571,0.000714571,0.000714571
103,182.231,0.59531,0.52515,0.93383,0.98688,0.95496,0.995,0.61556,1.27728,0.6784,1.47384,0.000707498,0.000707498,0.000707498
104,183.963,0.56324,0.49823,0.92025,0.98845,0.95532,0.995,0.60619,1.32162,0.65392,1.49431,0.000700424,0.000700424,0.000700424
105,185.641,0.60093,0.5121,0.93926,0.98845,0.95532,0.995,0.60619,1.32162,0.65392,1.49431,0.000693351,0.000693351,0.000693351
106,187.462,0.62582,0.57546,0.98273,0.98886,0.95768,0.995,0.62423,1.31302,0.63716,1.4685,0.000686277,0.000686277,0.000686277
107,189.205,0.59137,0.50642,0.91702,0.98886,0.95768,0.995,0.62423,1.31302,0.63716,1.4685,0.000679204,0.000679204,0.000679204
108,190.958,0.59505,0.51981,0.93135,0.98358,0.95238,0.98917,0.64064,1.26632,0.62818,1.44476,0.00067213,0.00067213,0.00067213
109,192.724,0.58836,0.49587,0.94181,0.98358,0.95238,0.98917,0.64064,1.26632,0.62818,1.44476,0.000665057,0.000665057,0.000665057
110,194.605,0.61619,0.53427,0.92268,0.98369,0.95238,0.98917,0.64001,1.23241,0.63381,1.46201,0.000657983,0.000657983,0.000657983
111,196.294,0.58249,0.52223,0.92123,0.98369,0.95238,0.98917,0.64001,1.23241,0.63381,1.46201,0.000650909,0.000650909,0.000650909
112,198.004,0.62421,0.52703,0.93899,0.98149,0.95238,0.98917,0.64757,1.26977,0.62901,1.49256,0.000643836,0.000643836,0.000643836
113,199.755,0.53743,0.47011,0.90426,0.98149,0.95238,0.98917,0.64757,1.26977,0.62901,1.49256,0.000636762,0.000636762,0.000636762
114,201.716,0.63822,0.52934,0.9594,0.98793,0.96269,0.995,0.64426,1.28733,0.63173,1.49259,0.000629689,0.000629689,0.000629689
115,203.356,0.5802,0.50147,0.9394,0.98793,0.96269,0.995,0.64426,1.28733,0.63173,1.49259,0.000622615,0.000622615,0.000622615
116,205.139,0.66511,0.56993,0.94835,0.98657,0.96146,0.995,0.64225,1.26977,0.60754,1.42609,0.000615542,0.000615542,0.000615542
117,206.794,0.61639,0.49197,0.9361,0.98657,0.96146,0.995,0.64225,1.26977,0.60754,1.42609,0.000608468,0.000608468,0.000608468
118,208.573,0.60084,0.55182,0.96845,0.9885,0.95789,0.995,0.67105,1.22914,0.57961,1.40017,0.000601395,0.000601395,0.000601395
119,210.326,0.57647,0.50525,0.93791,0.9885,0.95789,0.995,0.67105,1.22914,0.57961,1.40017,0.000594321,0.000594321,0.000594321
120,212.634,0.56651,0.47914,0.9199,0.98931,0.956,0.995,0.66517,1.22151,0.59213,1.44035,0.000587248,0.000587248,0.000587248
121,214.301,0.56366,0.48504,0.92883,0.98931,0.956,0.995,0.66517,1.22151,0.59213,1.44035,0.000580174,0.000580174,0.000580174
122,216.181,0.61054,0.52742,0.9533,0.98707,0.9577,0.995,0.65469,1.26196,0.6101,1.51661,0.0005731,0.0005731,0.0005731
123,217.85,0.58003,0.48163,0.93615,0.98707,0.9577,0.995,0.65469,1.26196,0.6101,1.51661,0.000566027,0.000566027,0.000566027
124,219.714,0.61901,0.50856,0.94923,0.98344,0.96109,0.995,0.61093,1.35321,0.61121,1.57294,0.000558953,0.000558953,0.000558953
125,221.436,0.5041,0.48575,0.89451,0.98344,0.96109,0.995,0.61093,1.35321,0.61121,1.57294,0.00055188,0.00055188,0.00055188
126,223.31,0.52887,0.46873,0.91634,0.98592,0.95788,0.995,0.62394,1.38162,0.6181,1.56169,0.000544806,0.000544806,0.000544806
127,224.961,0.54971,0.48457,0.8969,0.98592,0.95788,0.995,0.62394,1.38162,0.6181,1.56169,0.000537733,0.000537733,0.000537733
128,226.819,0.52641,0.47896,0.9286,0.98829,0.95642,0.995,0.611,1.33663,0.60356,1.50552,0.000530659,0.000530659,0.000530659
129,228.507,0.53852,0.47331,0.90488,0.98829,0.95642,0.995,0.611,1.33663,0.60356,1.50552,0.000523586,0.000523586,0.000523586
130,230.343,0.54982,0.46699,0.92126,0.98784,0.95647,0.995,0.60259,1.31265,0.60573,1.52687,0.000516512,0.000516512,0.000516512
131,232.056,0.53451,0.47948,0.9021,0.98784,0.95647,0.995,0.60259,1.31265,0.60573,1.52687,0.000509438,0.000509438,0.000509438
132,233.845,0.5119,0.4475,0.90272,0.9892,0.95643,0.995,0.58511,1.31652,0.60889,1.54909,0.000502365,0.000502365,0.000502365
133,235.554,0.57807,0.48778,0.93683,0.9892,0.95643,0.995,0.58511,1.31652,0.60889,1.54909,0.000495291,0.000495291,0.000495291
134,237.365,0.56628,0.50359,0.94006,0.98819,0.95728,0.995,0.58923,1.3488,0.61503,1.56096,0.000488218,0.000488218,0.000488218
135,239.24,0.51763,0.47188,0.89768,0.98819,0.95728,0.995,0.58923,1.3488,0.61503,1.56096,0.000481144,0.000481144,0.000481144
136,241.446,0.50547,0.44931,0.90342,0.9863,0.95909,0.995,0.58743,1.36878,0.61997,1.53615,0.000474071,0.000474071,0.000474071
137,243.183,0.54406,0.49223,0.95278,0.9863,0.95909,0.995,0.58743,1.36878,0.61997,1.53615,0.000466997,0.000466997,0.000466997
138,245.028,0.58184,0.47831,0.9367,0.98615,0.95894,0.995,0.6279,1.3559,0.60017,1.50262,0.000459924,0.000459924,0.000459924
139,246.732,0.54013,0.46067,0.90991,0.98615,0.95894,0.995,0.6279,1.3559,0.60017,1.50262,0.00045285,0.00045285,0.00045285
140,248.473,0.52748,0.46734,0.93159,0.98637,0.95912,0.995,0.6415,1.33066,0.58998,1.50263,0.000445777,0.000445777,0.000445777
141,250.163,0.53168,0.50509,0.92847,0.98637,0.95912,0.995,0.6415,1.33066,0.58998,1.50263,0.000438703,0.000438703,0.000438703
142,251.981,0.5187,0.45995,0.92101,0.98541,0.95913,0.995,0.64121,1.29796,0.59104,1.50917,0.000431629,0.000431629,0.000431629
143,253.643,0.49481,0.45752,0.88605,0.98541,0.95913,0.995,0.64121,1.29796,0.59104,1.50917,0.000424556,0.000424556,0.000424556
144,255.36,0.49966,0.46145,0.89795,0.9839,0.95948,0.995,0.65702,1.29502,0.60415,1.54082,0.000417482,0.000417482,0.000417482
145,257.035,0.49731,0.4656,0.90806,0.9839,0.95948,0.995,0.65702,1.29502,0.60415,1.54082,0.000410409,0.000410409,0.000410409
146,258.862,0.46992,0.44084,0.9069,0.9822,0.96061,0.995,0.64691,1.2947,0.62902,1.56002,0.000403335,0.000403335,0.000403335
147,260.556,0.51838,0.52578,0.92537,0.9822,0.96061,0.995,0.64691,1.2947,0.62902,1.56002,0.000396262,0.000396262,0.000396262
148,262.365,0.51902,0.49853,0.93603,0.98151,0.96084,0.995,0.63913,1.28074,0.6203,1.53923,0.000389188,0.000389188,0.000389188
149,263.997,0.49835,0.44518,0.89796,0.98151,0.96084,0.995,0.63913,1.28074,0.6203,1.53923,0.000382115,0.000382115,0.000382115
150,265.769,0.49279,0.43585,0.88245,0.97957,0.96141,0.995,0.64067,1.25726,0.62354,1.51503,0.000375041,0.000375041,0.000375041
151,267.551,0.49278,0.45701,0.90254,0.97957,0.96141,0.995,0.64067,1.25726,0.62354,1.51503,0.000367967,0.000367967,0.000367967
152,269.379,0.48168,0.44096,0.90812,0.97779,0.96141,0.995,0.65396,1.22902,0.65037,1.50277,0.000360894,0.000360894,0.000360894
153,271.111,0.54531,0.47247,0.92381,0.97779,0.96141,0.995,0.65396,1.22902,0.65037,1.50277,0.00035382,0.00035382,0.00035382
154,272.993,0.50306,0.44969,0.90912,0.97722,0.96234,0.995,0.64861,1.20871,0.63854,1.48502,0.000346747,0.000346747,0.000346747
155,274.654,0.49389,0.44546,0.88677,0.97722,0.96234,0.995,0.64861,1.20871,0.63854,1.48502,0.000339673,0.000339673,0.000339673
156,276.932,0.46935,0.44653,0.89623,0.97944,0.96386,0.995,0.64788,1.22607,0.64522,1.47004,0.0003326,0.0003326,0.0003326
157,278.594,0.45785,0.4232,0.89611,0.97944,0.96386,0.995,0.64788,1.22607,0.64522,1.47004,0.000325526,0.000325526,0.000325526
158,280.362,0.47334,0.46128,0.9273,0.97868,0.96537,0.995,0.66031,1.232,0.63231,1.4642,0.000318453,0.000318453,0.000318453
159,282.171,0.46783,0.42794,0.88937,0.97868,0.96537,0.995,0.66031,1.232,0.63231,1.4642,0.000311379,0.000311379,0.000311379
160,283.985,0.4687,0.42102,0.89559,0.97952,0.96442,0.995,0.65769,1.23508,0.62522,1.46156,0.000304306,0.000304306,0.000304306
161,285.685,0.48695,0.44302,0.90441,0.97952,0.96442,0.995,0.65769,1.23508,0.62522,1.46156,0.000297232,0.000297232,0.000297232
162,287.477,0.51578,0.46119,0.91042,0.98097,0.96212,0.995,0.6639,1.25361,0.60786,1.47386,0.000290158,0.000290158,0.000290158
163,289.324,0.46983,0.44497,0.88803,0.98097,0.96212,0.995,0.6639,1.25361,0.60786,1.47386,0.000283085,0.000283085,0.000283085
164,291.136,0.48434,0.43986,0.90509,0.98361,0.95956,0.995,0.66671,1.27032,0.60975,1.47656,0.000276011,0.000276011,0.000276011
165,292.711,0.41854,0.42662,0.87888,0.98361,0.95956,0.995,0.66671,1.27032,0.60975,1.47656,0.000268938,0.000268938,0.000268938
166,294.646,0.49,0.44968,0.91996,0.98563,0.95783,0.995,0.66799,1.27783,0.60424,1.48878,0.000261864,0.000261864,0.000261864
167,296.323,0.47424,0.44954,0.93714,0.98563,0.95783,0.995,0.66799,1.27783,0.60424,1.48878,0.000254791,0.000254791,0.000254791
168,298.083,0.44018,0.40962,0.90416,0.98645,0.95238,0.98917,0.66295,1.25185,0.61929,1.48739,0.000247717,0.000247717,0.000247717
169,299.766,0.4199,0.4178,0.88726,0.98645,0.95238,0.98917,0.66295,1.25185,0.61929,1.48739,0.000240644,0.000240644,0.000240644
170,301.815,0.44846,0.44581,0.89952,0.98586,0.95238,0.98463,0.65814,1.24512,0.6157,1.49137,0.00023357,0.00023357,0.00023357
171,303.403,0.48212,0.44979,0.91434,0.98586,0.95238,0.98463,0.65814,1.24512,0.6157,1.49137,0.000226497,0.000226497,0.000226497
172,305.257,0.46496,0.43372,0.90023,0.98322,0.95487,0.995,0.65197,1.22729,0.6162,1.47413,0.000219423,0.000219423,0.000219423
173,306.914,0.44815,0.463,0.92281,0.98322,0.95487,0.995,0.65197,1.22729,0.6162,1.47413,0.000212349,0.000212349,0.000212349
174,308.685,0.50296,0.46905,0.91073,0.98054,0.95498,0.995,0.65811,1.2206,0.60659,1.4676,0.000205276,0.000205276,0.000205276
175,310.761,0.4428,0.43139,0.89297,0.98054,0.95498,0.995,0.65811,1.2206,0.60659,1.4676,0.000198202,0.000198202,0.000198202
176,312.616,0.45606,0.42787,0.8858,0.97772,0.95508,0.995,0.66852,1.22426,0.59671,1.46261,0.000191129,0.000191129,0.000191129
177,314.273,0.47687,0.43974,0.91088,0.97772,0.95508,0.995,0.66852,1.22426,0.59671,1.46261,0.000184055,0.000184055,0.000184055
178,316.21,0.43862,0.40803,0.89822,0.97592,0.95512,0.995,0.67397,1.23463,0.59283,1.46813,0.000176982,0.000176982,0.000176982
179,317.921,0.47791,0.43287,0.89384,0.97592,0.95512,0.995,0.67397,1.23463,0.59283,1.46813,0.000169908,0.000169908,0.000169908
180,319.832,0.42957,0.41624,0.88597,0.97499,0.95509,0.995,0.65821,1.23383,0.58942,1.46494,0.000162835,0.000162835,0.000162835
181,321.541,0.43806,0.40652,0.8913,0.97499,0.95509,0.995,0.65821,1.23383,0.58942,1.46494,0.000155761,0.000155761,0.000155761
182,323.32,0.4598,0.43529,0.92566,0.97502,0.955,0.995,0.66106,1.22223,0.60362,1.45065,0.000148687,0.000148687,0.000148687
183,325.026,0.47284,0.44694,0.91898,0.97502,0.955,0.995,0.66106,1.22223,0.60362,1.45065,0.000141614,0.000141614,0.000141614
184,327.026,0.43219,0.41432,0.87821,0.97468,0.95475,0.995,0.65654,1.227,0.60057,1.45581,0.00013454,0.00013454,0.00013454
185,328.7,0.44127,0.4312,0.905,0.97468,0.95475,0.995,0.65654,1.227,0.60057,1.45581,0.000127467,0.000127467,0.000127467
186,330.506,0.45775,0.40803,0.88338,0.97387,0.95456,0.995,0.65654,1.22683,0.60568,1.45651,0.000120393,0.000120393,0.000120393
